Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid;Elgeseter CO mg/m³ Day;Dekning;Elgeseter NO2 µg/m³ Day;Dekning;Elgeseter NO µg/m³ Day;Dekning;Elgeseter NOx µg/m³ Day;Dekning;Elgeseter PM10 µg/m³ Day;Dekning;Elgeseter PM2.5 µg/m³ Day;Dekning
08.11.2007 00:00;0,6708333333;100;77,5666666667;100;127,3416666667;100;272,1375;100;19,4291666667;100;13,0833333333;100
09.11.2007 00:00;0,2125;100;52,1083333333;100;54,7583333333;100;135,775;100;14,0041666667;100;8,725;100
10.11.2007 00:00;0,0916666667;100;34,375;100;23,5166666667;100;70,3083333333;100;9,6041666667;100;5,95;100
11.11.2007 00:00;0,6375;100;46,4708333333;100;64,0416666667;100;144,3291666667;100;18,925;100;13,5291666667;100
12.11.2007 00:00;0,6086956522;96;62,1739130435;96;109,4608695652;96;229,4304347826;96;19,7791666667;100;13,7958333333;100
13.11.2007 00:00;0,8458333333;100;73,95;100;165,8208333333;100;327,3166666667;100;31,725;100;21,1041666667;100
14.11.2007 00:00;0,5041666667;100;66,1083333333;100;91,8166666667;100;206,425;100;32,8166666667;100;15,3625;100
15.11.2007 00:00;0,2086956522;96;49,6041666667;100;52,125;100;129,2625;100;14,6541666667;100;7,5791666667;100
16.11.2007 00:00;0,4291666667;100;58,5208333333;100;76,9958333333;100;176,1708333333;100;13,2875;100;9,4833333333;100
17.11.2007 00:00;0,4875;100;51,2875;100;64,1208333333;100;149,2833333333;100;15,3541666667;100;11,6625;100
18.11.2007 00:00;0,6695652174;96;44,6125;100;75,9916666667;100;160,7166666667;100;28,35;100;18,8416666667;100
19.11.2007 00:00;0,3583333333;100;52,6291666667;100;87,2583333333;100;185,9541666667;100;25,1041666667;100;13,7291666667;100
20.11.2007 00:00;1,3409090909;92;64,152173913;96;189,7652173913;96;354,1304347826;96;40,4;100;28,6666666667;100
21.11.2007 00:00;1,0083333333;100;74,6708333333;100;160,9083333333;100;320,5458333333;100;36,6041666667;100;25,4833333333;100
22.11.2007 00:00;0,55;100;72,9333333333;100;122,2708333333;100;259,7666666667;100;25,7636363636;92;15,35;100
23.11.2007 00:00;0,2333333333;100;59,6541666667;100;62,8625;100;155,725;100;15,3708333333;100;8,8041666667;100
24.11.2007 00:00;0,2166666667;100;45,2916666667;100;31,9125;100;94,0666666667;100;10,9375;100;5,8041666667;100
25.11.2007 00:00;0,15;100;25,0833333333;100;17,0791666667;100;51,1666666667;100;11,5875;100;6,7208333333;100
26.11.2007 00:00;0,247826087;96;42,3;96;40,3826086957;96;104;96;21,0833333333;100;10;100
27.11.2007 00:00;0,4708333333;100;70,6041666667;100;102,7875;100;227,6416666667;100;18,4625;100;12,65;100
28.11.2007 00:00;0,8833333333;100;93,9583333333;100;166,45;100;348,2833333333;100;23,1;100;17,0208333333;100
29.11.2007 00:00;0,3375;100;57,1083333333;100;57,5666666667;100;145,0666666667;100;10,7666666667;100;7,425;100
30.11.2007 00:00;0,7125;100;85,9;100;169,6875;100;345,1791666667;100;17,8;100;12,8916666667;100
01.12.2007 00:00;0,2083333333;100;30,375;100;30,2083333333;100;76,525;100;8,3208333333;100;4,4708333333;100
02.12.2007 00:00;0,6916666667;100;50,5;100;73,2333333333;100;162,375;100;18,5875;100;14,8166666667;100
03.12.2007 00:00;0,8130434783;96;71;96;138,1347826087;96;282,0869565217;96;25,5041666667;100;24,5318181818;92
04.12.2007 00:00;0,6583333333;100;80,0333333333;100;122,1166666667;100;266,6125;100;19,1416666667;100;14,9833333333;100
05.12.2007 00:00;1,7958333333;100;109,7958333333;100;298,375;100;565,6916666667;100;47,6;96;29,7260869565;96
06.12.2007 00:00;1,525;100;94,6875;100;254,6791666667;100;483,8416666667;100;34,0916666667;100;24,6875;100
07.12.2007 00:00;0,9608695652;96;82,8166666667;100;192,1416666667;100;376,4041666667;100;25,325;100;18,6;100
08.12.2007 00:00;0,3875;100;59,4166666667;100;53,7625;100;141,5583333333;100;15,2208333333;100;9,8916666667;100
09.12.2007 00:00;0,8208333333;100;59,1833333333;100;68,2916666667;100;163,5166666667;100;28,2708333333;100;22,7958333333;100
10.12.2007 00:00;0,4791666667;100;65,4875;100;81,5583333333;100;190,1041666667;100;22,0875;100;16,3666666667;100
11.12.2007 00:00;0,7291666667;100;74,1958333333;100;131,4916666667;100;275,1125;100;27,6166666667;100;20,3916666667;100
12.12.2007 00:00;0,9541666667;100;78,5208333333;100;161,5416666667;100;325,3541666667;100;39,8458333333;100;25,6541666667;100
13.12.2007 00:00;1,1083333333;100;85,25;100;170,85;100;346,3208333333;100;35,1875;100;24,1041666667;100
14.12.2007 00:00;0,9136363636;92;85,8956521739;96;124,3652173913;96;275,947826087;96;33,4;92;23,1681818182;92
15.12.2007 00:00;0,9;100;62,6041666667;100;88,6333333333;100;198,0416666667;100;34,925;100;29,3708333333;100
16.12.2007 00:00;0,4166666667;100;54,1375;100;44,5541666667;100;122,2083333333;100;19,4708333333;100;15,9652173913;96
17.12.2007 00:00;0,3333333333;100;68,5583333333;100;77,8458333333;100;187,5041666667;100;17,9541666667;100;10,5625;100
18.12.2007 00:00;0,3956521739;96;67,2333333333;100;72,7333333333;100;178,3666666667;100;20,8791666667;100;13,5666666667;100
19.12.2007 00:00;0,1875;100;52,6166666667;100;47,9125;100;125,8208333333;100;20,6166666667;100;9,4708333333;100
20.12.2007 00:00;0,2916666667;100;66,9583333333;100;75,7291666667;100;182,675;100;23,5666666667;100;14,1458333333;100
21.12.2007 00:00;0,1916666667;100;67,2086956522;96;78,2608695652;96;186,7913043478;96;34,6833333333;100;11,0416666667;100
22.12.2007 00:00;0,8416666667;100;66,4875;100;95,5875;100;212,5541666667;100;25,3166666667;100;16,4625;100
23.12.2007 00:00;0,4333333333;100;60,9875;100;55,5;100;145,7916666667;100;29,7083333333;100;11,7;100
24.12.2007 00:00;0,6458333333;100;68,8833333333;100;75,9833333333;100;185,0083333333;100;26,6875;100;15,8625;100
25.12.2007 00:00;0,3458333333;100;42,5541666667;100;28,6208333333;100;86,3083333333;100;15,3458333333;100;10,9333333333;100
26.12.2007 00:00;0,325;100;59,4208333333;100;46,5875;100;130,6125;100;12,5333333333;100;7,7125;100
27.12.2007 00:00;0,1833333333;100;52,9416666667;100;39,3041666667;100;112,9916666667;100;12,3708333333;100;5,8583333333;100
28.12.2007 00:00;0,1916666667;100;49,7391304348;96;45,2913043478;96;118,9565217391;96;12,6208333333;100;7,5041666667;100
29.12.2007 00:00;0,4625;100;57,7041666667;100;61,6833333333;100;151,9625;100;33,3458333333;100;14,0375;100
30.12.2007 00:00;0,0208333333;100;24,8416666667;100;12,0708333333;100;43,2583333333;100;10,7875;100;6,5583333333;100
31.12.2007 00:00;0,8208333333;100;65,8875;100;93,1208333333;100;208,1583333333;100;36,7875;100;29,1166666667;100
01.01.2008 00:00;0,4;100;55,8833333333;100;51,9791666667;100;135,325;100;82,1458333333;100;66,6208333333;100
02.01.2008 00:00;0,2782608696;96;64,4375;100;90,3625;100;202,5083333333;100;19,0375;100;9,4375;100
03.01.2008 00:00;0,0875;100;44,5791666667;100;47,7416666667;100;117,5208333333;100;50,9916666667;100;7,3291666667;100
04.01.2008 00:00;0,0291666667;100;33,2958333333;100;20,9666666667;100;65,3291666667;100;33,6913043478;96;8,0333333333;100
05.01.2008 00:00;0,025;100;23,9583333333;100;11,5125;100;41,5416666667;100;27,5125;100;7,4416666667;100
06.01.2008 00:00;0,1833333333;100;36,1166666667;100;30,1041666667;100;82,1;100;23,8833333333;100;11,0041666667;100
07.01.2008 00:00;1,9136363636;92;110,2739130435;96;350,7608695652;96;646,2217391304;96;60,825;100;38,2958333333;100
08.01.2008 00:00;1,3217391304;96;86,75;100;172,9958333333;100;351,0791666667;100;32,4590909091;92;17,6333333333;100
09.01.2008 00:00;0,65;100;77,8791666667;100;160,3166666667;100;322,8708333333;100;22,925;100;11,125;100
10.01.2008 00:00;0,2291666667;100;69,9333333333;100;77,2416666667;100;187,9541666667;100;23,8375;100;8,3541666667;100
11.01.2008 00:00;0,75;100;84,2333333333;100;123,3625;100;272,7333333333;100;25,1652173913;96;19,81;83
12.01.2008 00:00;0,3916666667;100;56,35;100;40,7166666667;100;118,5666666667;100;15,8333333333;100;13,4208333333;100
13.01.2008 00:00;0,625;100;53,5291666667;100;55,9875;100;139,0833333333;100;17,0375;100;12,3208333333;100
14.01.2008 00:00;0,775;100;85,7916666667;100;191,2166666667;100;377,9708333333;100;23,775;100;12,2541666667;100
15.01.2008 00:00;0,5043478261;96;53,4956521739;96;64,3826086957;96;151,8869565217;96;27,1083333333;100;6,8208333333;100
16.01.2008 00:00;0,075;100;52,675;100;43,3958333333;100;118,9791666667;100;17,1125;100;7,1541666667;100
17.01.2008 00:00;0,625;100;87,1083333333;100;132,4791666667;100;289,5208333333;100;21,3541666667;100;14,5166666667;100
18.01.2008 00:00;0,6708333333;100;86,3791666667;100;148,8541666667;100;313,8291666667;100;18,75;100;13,4125;100
19.01.2008 00:00;0,2;100;32,4166666667;100;30,1625;100;78,4958333333;100;10,0956521739;96;6,2347826087;96
20.01.2008 00:00;0,6541666667;100;59,45;100;60,175;100;151,3875;100;20,0791666667;100;14,1583333333;100
21.01.2008 00:00;0,5347826087;96;77,5217391304;96;100,3782608696;96;230,8826086957;96;19,825;100;14,2291666667;100
22.01.2008 00:00;0,6;100;69,5833333333;100;75,3791666667;100;184,7583333333;100;23,3375;100;18,1541666667;100
23.01.2008 00:00;1,1625;100;98,1291666667;100;185,6375;100;381,7625;100;24,5291666667;100;17;100
24.01.2008 00:00;0,35;100;61,3541666667;100;74,8375;100;175,7166666667;100;12,7791666667;100;8,1333333333;100
25.01.2008 00:00;0,1458333333;100;47,0958333333;100;34,9208333333;100;100,4791666667;100;10,6954545455;92;5,7681818182;92
26.01.2008 00:00;0,1541666667;100;33,8708333333;100;21,6791666667;100;66,9708333333;100;10,175;100;5,75;100
27.01.2008 00:00;0,1875;100;35,5958333333;100;27,0333333333;100;76,9125;100;19,0458333333;100;9,4666666667;100
28.01.2008 00:00;0,35;100;72,7458333333;100;79,9791666667;100;194,9416666667;100;14,9041666667;100;8,5291666667;100
29.01.2008 00:00;0,5173913043;96;77,0434782609;96;85,4695652174;96;207,647826087;96;13,2625;100;9,2;100
30.01.2008 00:00;0,3041666667;100;74,5666666667;100;73,5666666667;100;186,9541666667;100;12,2833333333;100;8,0541666667;100
31.01.2008 00:00;0,3166666667;100;77,4833333333;100;95,7583333333;100;223,8;100;12,3;100;6,1708333333;100
01.02.2008 00:00;0,3695652174;96;78,1695652174;96;77,0347826087;96;195,8695652174;96;15,3590909091;92;9,9454545455;92
02.02.2008 00:00;0,1458333333;100;38,8541666667;100;26,0958333333;100;78,7291666667;100;16,2375;100;9,025;100
03.02.2008 00:00;0,7958333333;100;70,6333333333;100;59,1791666667;100;161,05;100;29,5333333333;100;23,3375;100
04.02.2008 00:00;0,447826087;96;71,1739130435;96;87,3782608696;96;204,6913043478;96;18,7458333333;100;10,8083333333;100
05.02.2008 00:00;0,4166666667;100;65,1541666667;100;76,225;100;181,6041666667;100;16,775;100;11,3166666667;100
06.02.2008 00:00;0,45;100;65,3083333333;100;86,1916666667;100;197,0208333333;100;;63;8,1318181818;92
07.02.2008 00:00;0,4;100;96,6833333333;100;118,4875;100;277,7458333333;100;;71;9,1958333333;100
08.02.2008 00:00;0,8434782609;96;115,4083333333;100;183,675;100;396,0541666667;100;27,3789473684;79;14,925;100
09.02.2008 00:00;0,7208333333;100;78,1791666667;100;104,8791666667;100;238,4541666667;100;;63;15,9791666667;100
10.02.2008 00:00;0,4;100;69,8666666667;100;57,7833333333;100;158,1416666667;100;;50;12,4708333333;100
11.02.2008 00:00;0,6375;100;95,5666666667;100;120,8666666667;100;280,2583333333;100;;54;15,1416666667;100
12.02.2008 00:00;0,8913043478;96;96,2608695652;96;153,4739130435;96;330,7739130435;96;;63;16,9625;100
13.02.2008 00:00;0,0333333333;100;25,7;100;11,9958333333;100;44,0208333333;100;18,75;100;7,0375;100
14.02.2008 00:00;0,1458333333;100;53,6708333333;100;35,7791666667;100;108,3291666667;100;15,7958333333;100;6,9875;100
15.02.2008 00:00;0,4958333333;100;91,7791666667;100;103,0458333333;100;249,2458333333;100;19,625;100;12,6041666667;100
16.02.2008 00:00;0,15;100;46,2583333333;100;22,5291666667;100;80,6833333333;100;24,2166666667;100;4,8416666667;100
17.02.2008 00:00;0,3958333333;100;50,9666666667;100;32,075;100;99,9625;100;10,975;100;7,2583333333;100
18.02.2008 00:00;0,2869565217;96;44,6130434783;96;30,3086956522;96;90,9347826087;96;9,9166666667;100;5,4875;100
19.02.2008 00:00;0,2416666667;100;79,0375;100;83,575;100;206,7375;100;16,5083333333;100;9,7208333333;100
20.02.2008 00:00;0,6541666667;100;81,3083333333;100;114,1916666667;100;255,7708333333;100;24,7708333333;100;13,2333333333;100
21.02.2008 00:00;0,2375;100;60,7208333333;100;51,2208333333;100;138,975;100;90,5875;100;7,3541666667;100
22.02.2008 00:00;0,2666666667;100;62,2458333333;100;53,7916666667;100;144,45;100;13,1583333333;100;7,65;100
23.02.2008 00:00;0,0875;100;32,5125;100;18,7;100;61,0916666667;100;13,8291666667;100;7,3666666667;100
24.02.2008 00:00;0,1125;100;28,7666666667;100;15,7291666667;100;52,8;100;15,5666666667;100;6,8791666667;100
25.02.2008 00:00;0,2291666667;100;60,4875;100;54,1333333333;100;143,1916666667;100;13,7458333333;100;8,5708333333;100
26.02.2008 00:00;0,6916666667;100;93,1083333333;100;124,2041666667;100;282,8833333333;100;16,9;100;10,9666666667;100
27.02.2008 00:00;0,5409090909;92;72,1727272727;92;89,8454545455;92;209,4545454545;92;16,3708333333;100;11,3083333333;100
28.02.2008 00:00;0,3291666667;100;97,5541666667;100;73,6291666667;100;210,0583333333;100;18,5833333333;100;10,2666666667;100
29.02.2008 00:00;0,6416666667;100;116,6625;100;76,45;100;233,4833333333;100;15,3833333333;100;10,1875;100
01.03.2008 00:00;0,1666666667;100;70,375;100;22,2291666667;100;104,3291666667;100;15,6083333333;100;5,3791666667;100
02.03.2008 00:00;0,3958333333;100;79,3208333333;100;31,0291666667;100;126,7375;100;17,6791666667;100;8,8583333333;100
03.03.2008 00:00;0,2208333333;100;106,2041666667;100;43,6416666667;100;172,9;100;14,1;100;8,3083333333;100
04.03.2008 00:00;0,1181818182;92;74,3173913043;96;25,8043478261;96;113,7565217391;96;11,175;100;6,6041666667;100
05.03.2008 00:00;0,3347826087;96;63,525;100;79,2208333333;100;184,5708333333;100;14,1125;100;6,4333333333;100
06.03.2008 00:00;0,0541666667;100;24,0833333333;100;10,7958333333;100;40,5708333333;100;10,2291666667;100;6,15;100
07.03.2008 00:00;0,4541666667;100;89,6666666667;100;98,2416666667;100;239,7791666667;100;16,3541666667;100;10,3958333333;100
08.03.2008 00:00;0,1875;100;51,8875;100;35,5541666667;100;106,2;100;15,725;100;5,1208333333;100
09.03.2008 00:00;0,4083333333;100;58;100;51,9541666667;100;137,375;100;25,2166666667;100;8,3791666667;100
10.03.2008 00:00;0,6458333333;100;97,7458333333;100;136,9541666667;100;307,025;100;75,7625;100;14,7958333333;100
11.03.2008 00:00;0,1833333333;100;62,3083333333;100;40,4208333333;100;124,0708333333;100;30,8045454545;92;10,3166666667;100
12.03.2008 00:00;0,3416666667;100;64,8375;100;58,2666666667;100;153,8708333333;100;34,7208333333;100;10,575;100
13.03.2008 00:00;0,8739130435;96;82,1608695652;96;153,1173913043;96;316,1347826087;96;44,6291666667;100;18,0363636364;92
14.03.2008 00:00;0,4208333333;100;80,2;100;92,5791666667;100;221,625;100;35,6791666667;100;19,4125;100
15.03.2008 00:00;0,2291666667;100;56,8875;100;34,8708333333;100;110,1833333333;100;13,1833333333;100;9,1625;100
16.03.2008 00:00;0,1375;100;32,95;100;14,3;100;54,7916666667;100;8,7958333333;100;5,7791666667;100
17.03.2008 00:00;0,2041666667;100;62,375;100;44,15;100;129,8291666667;100;11,875;100;7,3541666667;100
18.03.2008 00:00;0,1375;100;56,9708333333;100;39,7333333333;100;117,6875;100;10,6166666667;100;7,075;100
19.03.2008 00:00;0,1541666667;100;46,1958333333;100;24,3833333333;100;83,4291666667;100;11,75;100;6,2833333333;100
20.03.2008 00:00;0,0708333333;100;24,2291666667;100;7,525;100;35,7458333333;100;20,8541666667;100;3,4875;100
21.03.2008 00:00;0,0208333333;100;19,4875;100;5,4083333333;100;27,75;100;28,4375;100;7,4375;100
22.03.2008 00:00;0,1125;100;30,775;100;10,6666666667;100;47,0666666667;100;42,7541666667;100;9,05;100
23.03.2008 00:00;0,125;100;34,5666666667;100;14,1875;100;56,2375;100;40,0708333333;100;7,6125;100
24.03.2008 00:00;0,1333333333;100;36,5375;100;14,7916666667;100;59,1416666667;100;41,025;100;7,9708333333;100
25.03.2008 00:00;0,3454545455;92;74,2652173913;96;55,8956521739;96;159,6782608696;96;79,8291666667;100;14,2375;100
26.03.2008 00:00;0,3375;100;78,9583333333;100;62,7583333333;100;174,8541666667;100;72,1291666667;100;15,1416666667;100
27.03.2008 00:00;0,2208333333;100;86,4916666667;100;71,4375;100;195,65;100;56,9541666667;100;15,8958333333;100
28.03.2008 00:00;0,1083333333;100;80,9833333333;100;62,4083333333;100;176,3458333333;100;80,4916666667;100;12,5125;100
29.03.2008 00:00;0,0875;100;48;100;24,1083333333;100;84,8416666667;100;45,7916666667;100;10,9458333333;100
30.03.2008 00:00;0,0541666667;100;39,2625;100;17,5958333333;100;66,15;100;27,1041666667;100;6,3541666667;100
31.03.2008 00:00;0,1708333333;100;70,9166666667;100;49,325;100;146,275;100;45,6958333333;100;8,6086956522;96
01.04.2008 00:00;0,1136363636;92;72,852173913;96;63,3956521739;96;169,7304347826;96;83,8083333333;100;10,9416666667;100
02.04.2008 00:00;0,2708333333;100;73,0125;100;53,6833333333;100;155,0541666667;100;53,8375;100;11,7375;100
03.04.2008 00:00;0,2083333333;100;66,2666666667;100;57,4916666667;100;154,1083333333;100;32,4;100;10,9666666667;100
04.04.2008 00:00;0,175;100;74,9083333333;100;61,8083333333;100;169,3583333333;100;17,525;100;10,0708333333;100
05.04.2008 00:00;0,1541666667;100;46,1541666667;100;26,675;100;86,9125;100;17,85;100;6,9166666667;100
06.04.2008 00:00;0,1208333333;100;38,475;100;17,0416666667;100;64,5125;100;27,0666666667;100;6,4625;100
07.04.2008 00:00;0,1166666667;100;37,9291666667;100;18,475;100;66,1625;100;16,45;100;6,9041666667;100
08.04.2008 00:00;0,4391304348;96;62,8913043478;96;49,7434782609;96;138,9217391304;96;81,7083333333;100;9,7291666667;100
09.04.2008 00:00;0,1916666667;100;58,8916666667;100;43,8;100;125,7958333333;100;60,9333333333;100;9,8458333333;100
10.04.2008 00:00;0,1375;100;47,2875;100;32,1166666667;100;96,3708333333;100;52,7125;100;9,0666666667;100
11.04.2008 00:00;0,3583333333;100;80,2458333333;100;80,925;100;203,8791666667;100;78,8130434783;96;13,3458333333;100
12.04.2008 00:00;0,15;100;55,6458333333;100;22,1083333333;100;89,4208333333;100;33;100;7,6666666667;100
13.04.2008 00:00;0,1708333333;100;52,2083333333;100;22,9833333333;100;87,325;100;38,3041666667;100;6,4708333333;100
14.04.2008 00:00;0,2826086957;96;58,847826087;96;42,7043478261;96;124,0913043478;96;41,2958333333;100;8,375;100
15.04.2008 00:00;0,125;100;44,6166666667;100;29,5666666667;100;89,7875;100;30,8875;100;9;100
16.04.2008 00:00;0,125;100;52,4583333333;100;44,125;100;119,8791666667;100;41,6208333333;100;8,9875;100
17.04.2008 00:00;0,15;100;58,4166666667;100;45,9291666667;100;128,6;100;36,55;100;8,3833333333;100
18.04.2008 00:00;0,1416666667;100;50,1291666667;100;33,325;100;101,05;100;23,1416666667;100;8,4125;100
19.04.2008 00:00;0,1291666667;100;37,2875;100;14,6375;100;59,6708333333;100;25,5958333333;100;8,525;100
20.04.2008 00:00;0,0791666667;100;31,9;100;11,8;100;49,9333333333;100;21,9833333333;100;7,6375;100
21.04.2008 00:00;0,1166666667;100;52,6708333333;100;28,3208333333;100;95,9458333333;100;31,0083333333;100;7,2291666667;100
22.04.2008 00:00;0,2391304348;96;70,3173913043;96;52,3956521739;96;150,3782608696;96;61,25;100;10,8;100
23.04.2008 00:00;0,25;100;61,9916666667;100;40,425;100;123,7625;100;55,9;100;11,3583333333;100
24.04.2008 00:00;0,25;100;62,7791666667;100;42,6083333333;100;127,875;100;57,8583333333;100;11,225;100
25.04.2008 00:00;0,2958333333;100;70,0541666667;100;49,8125;100;146,1791666667;100;49,9625;100;12,5708333333;100
26.04.2008 00:00;0,0291666667;100;41,875;100;14,825;100;64,5208333333;100;30,8958333333;100;8,6541666667;100
27.04.2008 00:00;0,0583333333;100;40,8666666667;100;21,1083333333;100;73,1333333333;100;15,9333333333;100;5,7541666667;100
28.04.2008 00:00;0,075;100;60,9583333333;100;48,0541666667;100;134,3916666667;100;40,3583333333;100;11,2791666667;100
29.04.2008 00:00;0,0625;100;70,6583333333;100;35,6333333333;100;125,1083333333;100;48,3875;100;18,0458333333;100
30.04.2008 00:00;0,2782608696;96;64,7739130435;96;29,8956521739;96;110,4434782609;96;59,8041666667;100;21,5272727273;92
01.05.2008 00:00;0,1833333333;100;39,8041666667;100;14,0666666667;100;61,3083333333;100;33,9166666667;100;13,5458333333;100
02.05.2008 00:00;0,175;100;47,4416666667;100;25,9916666667;100;87,1583333333;100;32,875;100;12,65;100
03.05.2008 00:00;0,0291666667;100;41,05;100;21,5208333333;100;73,9416666667;100;15,3916666667;100;9,4208333333;100
04.05.2008 00:00;0,0166666667;100;36,2916666667;100;18,3041666667;100;64,2708333333;100;24,7958333333;100;9,7375;100
05.05.2008 00:00;0,0208333333;100;52,1208333333;100;35,8666666667;100;106,9375;100;31,3916666667;100;9,5;100
06.05.2008 00:00;0,0636363636;92;41,1217391304;96;23,6782608696;96;77,3086956522;96;24,5;100;7,7208333333;100
07.05.2008 00:00;0,1416666667;100;50,45;100;33,8166666667;100;102,0958333333;100;30,65;100;8,8833333333;100
08.05.2008 00:00;0,2291666667;100;63,3875;100;41,3833333333;100;126,6166666667;100;48,2041666667;100;14,3833333333;100
09.05.2008 00:00;0,0625;100;74,1416666667;100;33,8625;100;125,8958333333;100;51,4863636364;92;17,1875;100
10.05.2008 00:00;0,1625;100;48,2208333333;100;15,5166666667;100;71,9291666667;100;32,8583333333;100;14,9583333333;100
11.05.2008 00:00;0,0666666667;100;28,3375;100;8,1708333333;100;40,8125;100;21,3958333333;100;8,7166666667;100
12.05.2008 00:00;0,0291666667;100;29,6958333333;100;9,0333333333;100;43,5;100;15,225;100;5,6041666667;100
13.05.2008 00:00;0,0708333333;100;55,0291666667;100;27,0583333333;100;96,3666666667;100;23,775;100;7,4666666667;100
14.05.2008 00:00;0,2260869565;96;39,9347826087;96;22,652173913;96;74,5347826087;96;17,5875;100;6,3083333333;100
15.05.2008 00:00;0,1375;100;57,6333333333;100;35,6958333333;100;112,1625;100;30,975;100;9,0375;100
16.05.2008 00:00;0,2458333333;100;63,4458333333;100;49,9708333333;100;139,8083333333;100;26,1041666667;100;9,5041666667;100
17.05.2008 00:00;0,1666666667;100;37,25;100;25,1958333333;100;75,7833333333;100;24,0041666667;100;8,9625;100
18.05.2008 00:00;0,0166666667;100;24,1291666667;100;9,0916666667;100;38,0041666667;100;13,6125;100;6,2125;100
19.05.2008 00:00;;29;;29;;29;;29;;29;;29
20.05.2008 00:00;;0;;;;0;;0;;;;
21.05.2008 00:00;;0;;;;0;;0;;;;
22.05.2008 00:00;;0;;;;0;;0;;;;
23.05.2008 00:00;;0;;;;0;;0;;;;
24.05.2008 00:00;;0;;;;0;;0;;;;
25.05.2008 00:00;;0;;;;0;;0;;;;
26.05.2008 00:00;;0;;;;0;;0;;;;
27.05.2008 00:00;;0;;;;0;;0;;;;
28.05.2008 00:00;;0;;;;0;;0;;;;
29.05.2008 00:00;;0;;;;0;;0;;;;
30.05.2008 00:00;;0;;;;0;;0;;;;
31.05.2008 00:00;;0;;;;0;;0;;;;
01.06.2008 00:00;;0;;;;0;;0;;;;
02.06.2008 00:00;;0;;;;0;;0;;;;
03.06.2008 00:00;;0;;;;0;;0;;;;
04.06.2008 00:00;;0;;;;0;;0;;;;
05.06.2008 00:00;;0;;;;0;;0;;;;
06.06.2008 00:00;;0;;;;0;;0;;;;
07.06.2008 00:00;;0;;;;0;;0;;;;
08.06.2008 00:00;;0;;;;0;;0;;;;
09.06.2008 00:00;;0;;;;0;;0;;;;
10.06.2008 00:00;;0;;;;0;;0;;;;
11.06.2008 00:00;;0;;;;0;;0;;;;
12.06.2008 00:00;;0;;;;0;;0;;;;
13.06.2008 00:00;;0;;;;0;;0;;;;
14.06.2008 00:00;;0;;;;0;;0;;;;
15.06.2008 00:00;;0;;;;0;;0;;;;
16.06.2008 00:00;;0;;;;0;;0;;;;
17.06.2008 00:00;;0;;;;0;;0;;;;
18.06.2008 00:00;;0;;;;0;;0;;;;
19.06.2008 00:00;;0;;;;0;;0;;;;
20.06.2008 00:00;;0;;;;0;;0;;;;
21.06.2008 00:00;;0;;;;0;;0;;;;
22.06.2008 00:00;;0;;;;0;;0;;;;
23.06.2008 00:00;;0;;;;0;;0;;;;
24.06.2008 00:00;;0;;;;0;;0;;;;
25.06.2008 00:00;;21;;25;;25;;25;;17;;13
26.06.2008 00:00;0,0958333333;100;37,9086956522;96;41,4130434783;96;101,1913043478;96;18,9416666667;100;6,9875;100
27.06.2008 00:00;0,1125;100;41,4260869565;96;42,7304347826;96;106,7173913043;96;24,1;100;8,0958333333;100
28.06.2008 00:00;0,1;100;32,6708333333;100;25,9541666667;100;72,325;100;23,0291666667;100;8,5208333333;100
29.06.2008 00:00;0,075;100;28,0291666667;100;23,4583333333;100;63,8541666667;100;17,95;100;6,5541666667;100
30.06.2008 00:00;0,0956521739;96;42,9826086957;96;47,4347826087;96;115,4347826087;96;21,2304347826;96;8,3791666667;100
01.07.2008 00:00;0,05;100;35,8208333333;100;32,0166666667;100;84,7416666667;100;22,45;100;7,6458333333;100
02.07.2008 00:00;0,0791666667;100;36,0086956522;96;28,5217391304;96;79,5826086957;96;21,4958333333;100;7,5125;100
03.07.2008 00:00;0,0791666667;100;37,5083333333;100;37,8958333333;100;95,4041666667;100;25,3958333333;100;9,1083333333;100
04.07.2008 00:00;0,1166666667;100;50,7125;100;50,0458333333;100;127,175;100;32,025;100;11,8291666667;100
05.07.2008 00:00;0,0166666667;100;21,9333333333;100;18,3875;100;50,025;100;28,7416666667;100;10,5583333333;100
06.07.2008 00:00;0,0125;100;18,1;100;16,0916666667;100;42,7166666667;100;15,2304347826;96;5,5458333333;100
07.07.2008 00:00;0,0434782609;96;26,4782608696;96;23,2434782609;96;61,9913043478;96;12,3;100;5,0041666667;100
08.07.2008 00:00;0,075;100;40,6458333333;100;41,5;100;104,075;100;21,6833333333;100;7,5708333333;100
09.07.2008 00:00;0,0125;100;25,2541666667;100;20,3083333333;100;56,3;100;16,5;100;7,075;100
10.07.2008 00:00;0,0375;100;31,475;100;25,8875;100;71,0375;100;13,9666666667;100;5,4791666667;100
11.07.2008 00:00;0,0291666667;100;27,9666666667;100;26,9833333333;100;69,1958333333;100;14,8;100;5,7958333333;100
