Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid;Elgeseter NO µg/m³ Hour;Dekning;Elgeseter NO2 µg/m³ Hour;Dekning;Elgeseter NOx µg/m³ Hour;Dekning;Elgeseter PM10 µg/m³ Hour;Dekning;Elgeseter PM2.5 µg/m³ Hour;Dekning
07.05.2024 13:00;8,8558784848;100;21,4827631423;100;35,014545467;100;26,622258;100;6,396447;100
07.05.2024 14:00;11,5951161251;100;25,5098448975;100;43,2271823367;100;17,602464;100;5,723817;100
07.05.2024 15:00;10,4885077408;100;23,65061624;100;39,6770560678;100;11,448614;100;5,641752;100
07.05.2024 16:00;11,980654844;100;28,3403911795;100;46,6468317811;100;12,918008;100;7,225913;100
07.05.2024 17:00;8,8262707665;100;23,3667063593;100;36,8532480905;100;22,729679;100;17,251665;100
07.05.2024 18:00;9,5622734906;100;23,6200784208;100;38,2312323145;100;17,36704;100;13,423271;100
07.05.2024 19:00;5,5336177098;100;21,2327920442;100;29,6881599047;100;12,195467;100;8,677222;100
07.05.2024 20:00;4,5081832176;100;17,721374737;100;24,6098786936;100;9,612761;100;6,764998;100
07.05.2024 21:00;5,3684483021;100;19,7192092019;100;27,9221982075;100;9,597734;100;7,105492;100
07.05.2024 22:00;3,5645688523;100;15,8510440064;100;21,2977052127;100;5,079486;100;3,614407;100
07.05.2024 23:00;2,0903319019;100;7,752525336;100;10,9465524821;100;2,048934;100;1,00828;100
08.05.2024 00:00;1,1944006621;100;5,2107909367;100;7,0358351485;100;1,325633;100;0,405139;100
08.05.2024 01:00;0,8861039839;100;3,3201338295;100;4,6741007169;100;6,543956;100;4,124014;100
08.05.2024 02:00;0,0576248781;100;1,8269923181;100;1,9150431319;100;4,520122;100;3,126153;100
08.05.2024 03:00;0,2448162066;100;2,0915932208;100;2,4656723845;100;6,140593;100;4,337883;100
08.05.2024 04:00;0,0608076009;100;1,1179157882;100;1,2108298024;100;6,502214;100;4,891809;100
08.05.2024 05:00;0,8539600709;100;4,6913690588;100;5,9962200471;100;8,018713;100;5,541821;100
08.05.2024 06:00;8,6043303319;100;23,7991273439;100;36,946544091;100;10,823668;100;5,30523;100
08.05.2024 07:00;13,9682981463;100;26,4644622015;100;47,8080217689;100;14,776762;100;3,740952;100
08.05.2024 08:00;22,3542706535;100;38,8967576277;100;73,0540831863;100;36,500453;100;4,81706;100
08.05.2024 09:00;;0;;0;;0;51,544681;100;2,471179;100
08.05.2024 10:00;;0;;0;;0;46,174656;100;7,470501;100
08.05.2024 11:00;15,8024110585;100;29,7098298735;100;53,8559139708;100;48,698316;100;6,301092;100
08.05.2024 12:00;9,7816942201;100;19,8356966279;100;34,7821253963;100;59,893743;100;9,454252;100
08.05.2024 13:00;5,9172829009;100;19,1644573518;100;28,2060656243;100;28,630877;100;5,371834;100
08.05.2024 14:00;5,8037556814;100;17,4976697106;100;26,3658083917;100;30,315806;100;7,72696;100
08.05.2024 15:00;6,1559195506;100;15,8141332442;100;25,2203783176;100;23,069962;100;6,99989;100
08.05.2024 16:00;3,318495451;100;11,7271997285;100;16,7978607776;100;21,147098;100;6,951651;100
08.05.2024 17:00;3,7199155593;100;13,6423405265;100;19,3263715011;100;21,528682;100;3,966577;100
08.05.2024 18:00;1,9974116996;100;9,7935740121;100;12,8456190892;100;25,052907;100;6,398728;100
08.05.2024 19:00;0,9435842734;100;7,5188719607;100;8,9606687305;100;22,647373;100;5,503649;100
08.05.2024 20:00;4,5218464648;100;17,0818570237;100;23,9912384219;100;21,234109;100;3,904195;100
08.05.2024 21:00;2,3530245611;100;16,2013826666;100;19,796804196;100;22,303824;100;4,180975;100
08.05.2024 22:00;2,7223100659;100;17,9390643417;100;22,0987541223;100;16,398058;100;4,240629;100
08.05.2024 23:00;4,3647453234;100;21,9430828761;100;28,6124137302;100;26,531143;100;7,376556;100
09.05.2024 00:00;1,7884340826;100;10,5183818441;100;13,2511091224;100;24,586483;100;5,006687;100
09.05.2024 01:00;0,3571403726;100;8,6327762661;100;9,1784867555;100;12,206561;100;3,471839;100
09.05.2024 02:00;1,7690498159;100;10,2508260309;100;12,9539341495;100;14,305486;100;5,417493;100
09.05.2024 03:00;0,4234610629;100;4,6613326297;100;5,3083811338;100;10,283916;100;4,578742;100
09.05.2024 04:00;0,0546966961;100;3,1761879392;100;3,2597644908;100;7,761096;100;4,941202;100
09.05.2024 05:00;-0,0591265013;100;4,3940791489;100;4,3037338549;100;7,480797;100;4,639431;100
09.05.2024 06:00;1,5557557174;100;4,6071537851;100;6,9843485213;100;3,721942;100;1,965348;100
09.05.2024 07:00;1,2463588978;100;5,9640502574;100;7,8684866532;100;2,008154;100;0,752513;100
09.05.2024 08:00;4,3037955698;100;7,3597143271;100;13,9359139577;100;7,310691;100;5,578936;100
09.05.2024 09:00;2,15540625;100;5,5988833455;100;8,8923440955;100;3,923801;100;2,262861;100
09.05.2024 10:00;3,1947764784;100;7,3557327719;100;12,2373512308;100;6,412651;100;5,171048;100
09.05.2024 11:00;6,9086438478;100;11,9693026059;100;22,5257104053;100;5,677334;100;4,315471;100
09.05.2024 12:00;10,4253516659;100;19,8222570031;100;35,7521943486;100;8,851659;100;6,966408;100
09.05.2024 13:00;8,2418096661;100;14,7351821094;100;27,3286672792;100;6,136176;100;4,653151;100
09.05.2024 14:00;5,989413044;100;13,1655992551;100;22,3174223863;100;5,001954;100;3,422549;100
09.05.2024 15:00;5,326644103;100;9,3956340187;100;17,5347462081;100;5,798962;100;2,952873;100
09.05.2024 16:00;5,9714202664;100;11,354344461;100;20,4786746281;100;11,877601;100;5,292255;100
09.05.2024 17:00;5,9980209039;100;13,5293936844;100;22,6943696255;100;9,904849;100;3,742447;100
09.05.2024 18:00;5,3162119386;100;9,5415041021;100;17,6646759443;100;15,361546;100;7,059846;100
09.05.2024 19:00;7,2519974551;100;10,4641003309;100;21,5451524424;100;18,32797;100;5,410853;100
09.05.2024 20:00;9,250909382;100;19,5925963504;100;33,7279858861;100;33,623417;100;8,605389;100
09.05.2024 21:00;4,0240456756;100;7,0519846068;100;13,2007263992;100;25,025951;100;3,175678;100
09.05.2024 22:00;2,1497307675;100;6,6615085876;100;9,9462972003;100;21,232238;100;4,417379;100
09.05.2024 23:00;1,7238609399;100;5,6640454663;100;8,2981049824;100;13,476384;100;2,866488;100
10.05.2024 00:00;0,4612630239;100;4,0869706387;100;4,7917805392;100;8,590833;100;2,342105;100
10.05.2024 01:00;0,2453703199;100;0,9436030886;100;1,3185289374;100;4,430275;100;0,708059;100
10.05.2024 02:00;0,094597736;100;0,7366948776;100;0,8812402182;100;5,578723;100;2,500459;100
10.05.2024 03:00;-0,0658502188;100;0,7785226204;100;0,6779034862;100;0,721728;100;-0,832237;100
10.05.2024 04:00;-0,0323160513;100;1,6501682002;100;1,6007892739;100;2,848302;100;0,76482;100
10.05.2024 05:00;0,6072094275;100;6,8697747303;100;7,7975907355;100;8,01835;100;5,060381;100
10.05.2024 06:00;2,5110707901;100;12,0420944241;100;15,8790105914;100;6,36239;100;2,925321;100
10.05.2024 07:00;8,9136378419;100;24,083828075;100;37,7038666974;100;10,215339;100;3,371815;100
10.05.2024 08:00;7,8825388824;100;17,6485140068;100;29,693033419;100;16,722601;100;4,143921;100
10.05.2024 09:00;10,3303435694;100;17,4140206616;100;33,1987856356;100;38,455515;100;8,15296;100
10.05.2024 10:00;7,8095484993;100;16,8491244978;100;28,7821146047;100;32,269796;100;6,478317;100
10.05.2024 11:00;5,3977526431;100;12,5987930436;100;20,8465590823;100;21,469456;100;5,569762;100
10.05.2024 12:00;6,1762260723;100;16,9402292572;100;26,3775026956;100;27,061389;100;5,461623;100
10.05.2024 13:00;7,7875846965;100;16,2051465806;100;28,1045759969;100;31,052148;100;3,924188;100
10.05.2024 14:00;1,5538876261;100;6,9180109775;100;9,2923512703;100;19,937944;100;6,055749;100
10.05.2024 15:00;5,6319908533;100;12,155519285;100;20,7612013087;100;55,188305;100;6,88007;100
10.05.2024 16:00;1,6307828845;100;7,8853400021;100;10,3771762497;100;16,717494;100;2,683234;100
10.05.2024 17:00;3,5061401189;100;11,6716521264;100;17,029034228;100;103,628663;100;12,867974;100
10.05.2024 18:00;1,452350562;100;7,7917455623;100;10,0109372211;100;30,434752;100;4,810252;100
10.05.2024 19:00;1,4594619955;100;9,709028336;100;11,9390862651;100;17,562602;100;4,809599;100
10.05.2024 20:00;8,3791916974;100;23,4906432945;100;36,2940482081;100;37,242842;100;3,860041;100
10.05.2024 21:00;9,2472388655;100;24,304763471;100;38,4345444575;100;36,759666;100;5,641235;100
10.05.2024 22:00;4,4952108079;100;17,2464410894;100;24,1151232039;100;29,370192;100;5,103726;100
10.05.2024 23:00;1,970753784;100;14,2804929544;100;17,2918047364;100;25,374428;100;7,124779;100
11.05.2024 00:00;1,9814689693;100;12,3716765996;100;15,3993611846;100;18,655368;100;6,86296;100
11.05.2024 01:00;1,2134183184;100;13,1179750368;100;14,9720782273;100;20,61061;100;4,189557;100
11.05.2024 02:00;0,9905371501;100;9,8520681573;100;11,3656089227;100;15,149641;100;4,270953;100
11.05.2024 03:00;0,3441912415;100;7,2515393419;100;7,7774635589;100;10,070032;100;2,9428;100
11.05.2024 04:00;-0,0524977908;100;4,339300434;100;4,2590838098;100;9,91827;100;4,493332;100
11.05.2024 05:00;0,1121982286;100;4,0692044129;100;4,2406433062;100;4,977996;100;-0,730638;100
11.05.2024 06:00;1,0905804519;100;6,1842059765;100;7,850612907;100;9,085627;100;2,562091;100
11.05.2024 07:00;2,7490976983;100;6,7534492919;100;10,9540705748;100;9,974791;100;2,544752;100
11.05.2024 08:00;3,0891397455;100;6,6212433353;100;11,3414488665;100;15,819214;100;4,123659;100
11.05.2024 09:00;6,0084727219;100;10,5899149255;100;19,7708612446;100;24,660028;100;3,934963;100
11.05.2024 10:00;7,7859899311;100;14,4817865753;100;26,3787791901;100;11,830284;100;2,657755;100
11.05.2024 11:00;9,5622130801;100;18,1823788375;100;32,793440424;100;19,474792;100;6,614288;100
11.05.2024 12:00;9,5388271489;100;19,6344194575;100;34,209747341;100;8,107807;100;4,082483;100
11.05.2024 13:00;12,5714043303;100;27,0742527143;100;46,2833585309;100;9,326278;100;4,576668;100
11.05.2024 14:00;6,5660645549;100;20,5537572159;100;30,5867038557;100;7,029439;100;3,740917;100
11.05.2024 15:00;7,8203078223;100;28,315983475;100;40,2654138274;100;6,242136;100;2,464678;100
11.05.2024 16:00;14,9360395819;100;31,2117766002;100;54,0340450813;100;4,181232;100;1,292575;100
11.05.2024 17:00;11,5750376693;100;29,3824746587;100;47,0691322173;100;9,151036;100;6,260125;100
11.05.2024 18:00;14,3487663449;100;30,7762815293;100;52,7011965043;100;9,747989;100;7,005906;100
11.05.2024 19:00;11,3219314236;100;27,4923499474;100;44,7922611627;100;7,726225;100;4,298716;100
11.05.2024 20:00;9,5671233111;100;25,00309234;100;39,6216567594;100;6,185778;100;3,915523;100
11.05.2024 21:00;4,0361041004;100;20,4572985674;100;26,6244656328;100;8,443784;100;6,98401;100
11.05.2024 22:00;8,8979542413;100;31,4867347716;100;45,0828088522;100;10,313772;100;8,134305;100
11.05.2024 23:00;10,8622083693;100;36,0598043823;100;52,6572587705;100;9,81824;100;7,643432;100
12.05.2024 00:00;10,076961699;100;33,9982333161;100;49,3958307921;100;9,47459;100;7,476676;100
12.05.2024 01:00;7,1765340496;100;28,2808141197;100;39,2465581475;100;9,981038;100;8,022921;100
12.05.2024 02:00;7,9340063804;100;23,4148163732;100;35,5379781225;100;12,594629;100;10,873622;100
12.05.2024 03:00;2,7666594479;100;18,897833466;100;23,1252891023;100;8,14068;100;6,240058;100
12.05.2024 04:00;6,2246180949;100;15,4877028138;100;24,9989192628;100;9,050865;100;7,75916;100
12.05.2024 05:00;0,1627793009;100;3,1884848513;100;3,4372116231;100;11,291258;100;10,675334;100
12.05.2024 06:00;0,452805755;100;2,550447367;100;3,2423345607;100;7,493135;100;6,88687;100
12.05.2024 07:00;0,7722634473;100;4,6075471195;100;5,7875656669;100;8,848404;100;8,138173;100
12.05.2024 08:00;6,0053068628;100;10,3911733172;100;19,5672822035;100;8,279217;100;7,024173;100
12.05.2024 09:00;1,9657549796;100;7,536927762;100;10,5406013709;100;11,794175;100;10,934244;100
12.05.2024 10:00;4,5001722923;100;13,8978593467;100;20,7741226092;100;14,074026;100;11,51098;100
12.05.2024 11:00;6,5986138325;100;13,7368819819;100;23,819563918;100;19,810245;100;11,143074;100
12.05.2024 12:00;6,8229584338;100;15,7493927575;100;26,1748732442;100;27,000424;100;10,552266;100
12.05.2024 13:00;6,8780027084;100;17,4114758561;100;27,9210639945;100;27,916195;100;10,783959;100
12.05.2024 14:00;5,2118238955;100;11,5177847118;100;19,4814516241;100;25,115934;100;9,4698;100
12.05.2024 15:00;5,6743522079;100;14,3062485653;100;22,9766587389;100;29,919866;100;9,246679;100
12.05.2024 16:00;6,1903730636;100;13,700052834;100;23,1589428752;100;28,167934;100;11,88097;100
12.05.2024 17:00;5,5748399096;100;17,0314039428;100;25,5497593247;100;25,629077;100;8,461799;100
12.05.2024 18:00;4,9373719476;100;12,4942582665;100;20,0385626025;100;24,252132;100;9,769787;100
12.05.2024 19:00;6,3906335606;100;20,8991897739;100;30,6640778545;100;33,369299;100;8,228905;100
12.05.2024 20:00;3,6411153206;100;20,6347697106;100;26,1983939205;100;27,934154;100;10,178182;100
12.05.2024 21:00;2,6486064791;100;18,2980719532;100;22,3451426534;100;22,649926;100;11,608047;100
12.05.2024 22:00;3,9993179583;100;21,8692479169;100;27,9802057571;100;24,398419;100;9,79431;100
12.05.2024 23:00;3,5873892631;100;23,3181519477;100;28,7996827417;100;22,769753;100;11,080958;100
13.05.2024 00:00;0,562427564;100;13,2428102514;100;14,1021995692;100;17,366989;100;11,000784;100
13.05.2024 01:00;0,1022398544;100;6,94887527;100;7,1050977674;100;16,671105;100;12,694793;100
13.05.2024 02:00;0,2037063188;100;6,9596719516;100;7,2709352066;100;13,687722;100;10,704376;100
13.05.2024 03:00;0,2477532889;100;8,7270409347;100;9,1056079601;100;75,876586;100;18,541862;100
13.05.2024 04:00;0,499627509;100;8,6945122585;100;9,4579430923;100;38,093638;100;12,798623;100
13.05.2024 05:00;0,715985478;100;7,1257307252;100;8,2197565356;100;19,85945;100;8,117891;100
13.05.2024 06:00;6,2087711989;100;18,5030415097;100;27,9900439016;100;21,570672;100;8,559822;100
13.05.2024 07:00;21,8650151948;100;30,5258980326;100;63,9356412502;100;37,382197;100;9,30155;100
13.05.2024 08:00;22,6752927508;100;32,3549655825;100;67,0028129057;100;53,020681;100;10,51713;100
13.05.2024 09:00;15,8072088698;100;25,4047860471;100;49,5582012001;100;40,973718;100;12,707986;100
13.05.2024 10:00;11,8922456688;100;22,2916556328;100;40,4630070146;100;49,649434;100;10,724454;100
13.05.2024 11:00;12,836146827;100;24,410649907;100;44,0242822587;100;47,330182;100;10,607079;100
13.05.2024 12:00;18,2380686638;100;32,6324045712;100;60,5001734894;100;59,828841;100;13,00978;100
13.05.2024 13:00;13,7690650109;100;23,7569653463;100;44,7960966829;100;52,755998;100;9,763227;100
13.05.2024 14:00;8,8131612629;100;24,8555633611;100;38,3220737708;100;48,509061;100;9,840612;100
13.05.2024 15:00;15,7567796018;100;37,0172409865;100;61,093600218;100;44,588287;100;5,637794;100
13.05.2024 16:00;9,5961265374;100;27,8604960555;100;42,5233774047;100;61,309162;100;9,980301;100
13.05.2024 17:00;6,7496583139;100;22,8031188704;100;33,116596774;100;54,667937;100;9,151065;100
13.05.2024 18:00;5,5995115095;100;25,5750175382;100;34,1310711247;100;37,816045;100;6,816957;100
13.05.2024 19:00;5,3884444615;100;26,1457208073;100;34,3792639444;100;32,698128;100;5,844933;100
13.05.2024 20:00;5,2782851779;100;27,7038878704;100;35,7691076222;100;42,765929;100;7,347327;100
13.05.2024 21:00;7,9747146335;100;35,9164498856;100;48,1018138456;100;62,173888;100;11,056155;100
13.05.2024 22:00;3,2763601271;100;27,7250597026;100;32,7313379769;100;55,47238;100;7,874068;100
13.05.2024 23:00;2,3586148626;100;23,0593562136;100;26,6633197237;100;39,021495;100;9,069558;100
14.05.2024 00:00;1,3402164671;100;13,0129567967;100;15,0608075585;100;25,529867;100;10,533085;100
14.05.2024 01:00;0,9392577776;100;10,0985875571;100;11,5337734413;100;22,987616;100;10,221743;100
14.05.2024 02:00;0,607602066;100;10,5152684389;100;11,4436843957;100;19,165009;100;8,317944;100
14.05.2024 03:00;1,4650715665;100;11,2012974146;100;13,4399267682;100;15,787869;100;6,508712;100
14.05.2024 04:00;0,558212253;100;8,1238161368;100;8,9767644594;100;16,163696;100;6,877872;100
14.05.2024 05:00;1,6920400378;100;11,0668246072;100;13,6522617849;100;19,930356;100;6,424669;100
14.05.2024 06:00;16,8915747375;100;28,3200962665;100;54,1304224654;100;47,537216;100;8,485744;100
14.05.2024 07:00;12,5167308251;100;27,8161582073;100;46,9417229081;100;45,342965;100;12,708924;100
14.05.2024 08:00;19,7587083961;100;34,8282381737;100;65,019544603;100;75,141994;100;18,585819;100
14.05.2024 09:00;16,0976516343;100;29,8326591919;100;54,4298708891;100;61,140934;100;11,764748;100
14.05.2024 10:00;17,6423419246;100;34,3840258264;100;61,3415242872;100;59,093877;100;7,839894;100
14.05.2024 11:00;9,107454071;100;22,9783201335;100;36,894509954;100;47,159657;100;13,393403;100
14.05.2024 12:00;10,9747208161;100;24,1091439628;100;40,8785173698;100;41,752561;100;8,150396;100
14.05.2024 13:00;11,5802758604;100;27,7275672807;100;45,4222287953;100;55,412411;100;11,061337;100
14.05.2024 14:00;16,897098152;100;34,4217585143;100;60,2405244906;100;62,051275;100;8,544904;100
14.05.2024 15:00;12,94895904;100;31,9626635397;100;51,7486729528;100;75,59574;100;11,228865;100
14.05.2024 16:00;8,2769489225;100;27,1556021277;100;39,8027800813;100;52,448282;100;9,964849;100
14.05.2024 17:00;7,5941956668;100;29,8876302861;100;41,4915612649;100;60,768093;100;10,529659;100
14.05.2024 18:00;6,4753490114;100;30,0933019676;100;39,9876352569;100;38,267046;100;6,426756;100
14.05.2024 19:00;6,3755579313;100;36,3658675896;100;46,1077201086;100;47,268394;100;9,341777;100
14.05.2024 20:00;8,6376766951;100;42,333923433;100;55,5322934231;100;67,075613;100;11,390562;100
14.05.2024 21:00;9,5460416094;100;49,8946041179;100;64,480955697;100;92,76214;100;15,402521;100
14.05.2024 22:00;3,3742794816;100;37,2032048578;100;42,3591039057;100;84,825569;100;18,370033;100
14.05.2024 23:00;1,9393681855;100;23,9765186243;100;26,9398732117;100;51,797323;100;14,748503;100
15.05.2024 00:00;2,2363299518;100;18,6820818365;100;22,0991940028;100;41,592529;100;12,066024;100
15.05.2024 01:00;0,4607471499;100;12,8023934784;100;13,5064151234;100;35,796086;100;16,404341;100
15.05.2024 02:00;0,1823376895;100;6,8368098102;100;7,1154217997;100;17,347094;100;8,663321;100
15.05.2024 03:00;0,2415701706;100;6,7355956857;100;7,1047149064;100;16,453274;100;9,92982;100
15.05.2024 04:00;0,169907977;100;4,8212607016;100;5,0808800904;100;10,911204;100;4,360811;100
15.05.2024 05:00;0,569712068;100;7,8656397915;100;8,7361598314;100;15,865363;100;9,161144;100
15.05.2024 06:00;2,344458437;100;15,6534621462;100;19,235794638;100;27,319668;100;8,984951;100
15.05.2024 07:00;8,6466942856;100;26,2904253655;100;39,5025742339;100;44,172105;100;11,972871;100
15.05.2024 08:00;13,2593360224;100;30,3669550532;100;50,6272204953;100;48,82794;100;5,599188;100
15.05.2024 09:00;14,5157667731;100;30,3868148124;100;52,5669064417;100;48,140275;100;9,950913;100
15.05.2024 10:00;40,1249616634;100;54,0229975852;100;115,3339390068;100;51,250893;100;14,343155;100
15.05.2024 11:00;30,3400904951;100;54,3572351975;100;100,716893474;100;48,698237;100;10,460707;100
15.05.2024 12:00;14,2214592464;100;35,2449322215;100;56,9753219499;100;52,834865;100;12,305969;100
15.05.2024 13:00;14,8064893296;100;43,1190555272;100;65,7433712229;100;50,677879;100;12,103004;100
15.05.2024 14:00;14,6429151136;100;45,5728642388;100;67,9472385324;100;65,322932;100;12,00603;100
15.05.2024 15:00;9,039976679;100;38,6414255063;100;52,4545098718;100;39,136963;100;10,744383;100
15.05.2024 16:00;7,5845401548;100;40,3684012046;100;51,9575785611;100;50,035029;100;10,549136;100
15.05.2024 17:00;9,630179265;100;39,8611718361;100;54,576085753;100;51,343216;100;10,559517;100
15.05.2024 18:00;3,7345745294;100;20,6846586973;100;26,3910885781;100;45,868367;100;11,020131;100
15.05.2024 19:00;3,6770407344;100;21,6337381761;100;27,2522564182;100;42,217867;100;10,832602;100
15.05.2024 20:00;5,4967880471;100;22,730210473;100;31,129302609;100;62,818915;100;13,125804;100
15.05.2024 21:00;5,3673482509;100;24,5963012943;100;32,7976094216;100;42,851261;100;10,228397;100
15.05.2024 22:00;1,166347158;100;13,8438805867;100;15,6260590441;100;36,210479;100;8,364417;100
15.05.2024 23:00;1,0126145405;100;15,7548598878;100;17,3021349057;100;32,147104;100;7,548502;100
16.05.2024 00:00;0,7095126699;100;13,9362625441;100;15,0203979037;100;32,741855;100;13,28355;100
16.05.2024 01:00;0,178203412;100;10,1908301685;100;10,463124982;100;23,647441;100;11,5082;100
16.05.2024 02:00;0,1255526734;100;6,0874857897;100;6,2793302746;100;16,069466;100;8,347104;100
16.05.2024 03:00;0,0282653203;100;4,933960212;100;4,9771496214;100;15,707677;100;9,86974;100
16.05.2024 04:00;0,1066275794;100;5,3394771229;100;5,5024040642;100;16,235692;100;9,883869;100
16.05.2024 05:00;0,2317307875;100;6,9779328013;100;7,3320174446;100;15,087438;100;6,769579;100
16.05.2024 06:00;1,7940131526;100;11,5970202187;100;14,3382723159;100;23,277067;100;8,704662;100
16.05.2024 07:00;17,1665225749;100;28,5185280738;100;54,7489745682;100;72,572025;100;13,866337;100
16.05.2024 08:00;29,8311666143;100;53,9914608623;100;99,5734834489;100;242,112045;100;23,508209;100
16.05.2024 09:00;19,1549916451;100;32,9428414623;100;62,211668696;100;101,190756;100;14,698073;100
16.05.2024 10:00;14,8366155701;100;32,0278666078;100;54,698215199;100;112,690135;100;15,166202;100
16.05.2024 11:00;15,0822871318;100;32,3756091758;100;55,4213439131;100;71,064063;100;14,340686;100
16.05.2024 12:00;12,8147113349;100;29,6620409526;100;49,2429198723;100;83,47024;100;13,731425;100
16.05.2024 13:00;10,9041572838;100;27,01020326;100;43,6717555896;100;63,012063;100;14,534173;100
16.05.2024 14:00;8,8904654634;100;26,2651243146;100;39,8497555426;100;56,34393;100;9,920548;100
16.05.2024 15:00;24,9353821925;100;48,6814520844;100;86,7827160746;100;59,902598;100;12,508422;100
16.05.2024 16:00;9,7339978558;100;29,6482304556;100;44,5217791792;100;58,532435;100;10,87575;100
16.05.2024 17:00;4,4510511356;100;20,7919367675;100;27,5931429027;100;47,787704;100;7,219806;100
16.05.2024 18:00;4,8656526864;100;19,2254332723;100;26,6601505771;100;42,854608;100;9,72091;100
16.05.2024 19:00;3,4095837843;100;23,3217717581;100;28,5316157804;100;43,631561;100;11,594032;100
16.05.2024 20:00;12,5689961619;100;45,1153570784;100;64,3207832137;100;63,476552;100;12,205194;100
16.05.2024 21:00;14,504708063;100;60,2099826912;100;82,3731766114;100;121,636365;100;15,685208;100
16.05.2024 22:00;7,1129667646;100;46,4692685034;100;57,3378817197;100;85,439315;100;15,159812;100
16.05.2024 23:00;0,8618291794;100;22,0697984373;100;23,3866734234;100;41,516497;100;12,774969;100
17.05.2024 00:00;0,489629382;100;11,605643965;100;12,3537976607;100;28,143062;100;10,864625;100
17.05.2024 01:00;0,6956036574;100;10,8352396465;100;11,898122035;100;26,477932;100;10,207283;100
17.05.2024 02:00;0,5676280088;100;9,2989882225;100;10,1663238199;100;17,260193;100;6,295361;100
17.05.2024 03:00;0,3744316379;100;5,033735842;100;5,6058673846;100;16,550531;100;8,528473;100
17.05.2024 04:00;0,1433891723;100;4,0155965779;100;4,2346952331;100;11,326656;100;3,740761;100
17.05.2024 05:00;0,2913726643;100;3,9442891477;100;4,3895065787;100;17,998062;100;6,942743;100
17.05.2024 06:00;1,4958329581;100;6,5564656727;100;8,8420984328;100;23,767994;100;5,900259;100
17.05.2024 07:00;1,1797679484;100;5,9455992397;100;7,7482846648;100;18,732766;100;6,897016;100
17.05.2024 08:00;1,2398842134;100;3,8241551492;100;5,7186982273;100;22,257703;100;5,548377;100
17.05.2024 09:00;5,9577224306;100;12,9648154003;100;22,0682152742;100;31,16081;100;6,152229;100
17.05.2024 10:00;3,9952234975;100;12,2290441171;100;18,3337456213;100;39,363051;100;8,19553;100
17.05.2024 11:00;5,8736425051;100;14,7095449848;100;23,6844707327;100;36,119192;100;7,387012;100
17.05.2024 12:00;7,1676285228;100;21,5735880997;100;32,5257244824;100;39,486067;100;8,172354;100
17.05.2024 13:00;4,493112083;100;13,8128554001;100;20,6783306629;100;37,573916;100;8,696801;100
17.05.2024 14:00;4,9548989474;100;14,7778241828;100;22,3489097744;100;35,593913;100;9,104817;100
17.05.2024 15:00;5,6838158529;100;19,0080532135;100;27,6929238367;100;31,98233;100;6,138868;100
17.05.2024 16:00;7,5215788836;100;17,8103730711;100;29,3033456052;100;38,057672;100;8,012014;100
17.05.2024 17:00;7,7030874168;100;20,3191035392;100;32,089421112;100;122,981671;100;10,92545;100
17.05.2024 18:00;3,9523539538;100;14,2594065288;100;20,2986033702;100;65,459683;100;9,239716;100
17.05.2024 19:00;4,742272012;100;13,1176328907;100;20,363824525;100;43,554577;100;10,575211;100
17.05.2024 20:00;3,939469213;100;15,6039301287;100;21,6234390861;100;40,756467;100;7,347901;100
17.05.2024 21:00;4,8509495518;100;17,1422296383;100;24,5544805533;100;26,586318;100;6,205842;100
17.05.2024 22:00;3,255959893;100;16,5602635539;100;21,5353702704;100;37,335204;100;9,898707;100
17.05.2024 23:00;1,1917506661;100;10,8837471883;100;12,7047422061;100;29,749596;100;12,282639;100
18.05.2024 00:00;1,0135631556;100;10,2945930813;100;11,8433175831;100;19,432809;100;4,800845;100
18.05.2024 01:00;0,7679308026;100;10,200025376;100;11,3734236424;100;21,422965;100;8,48815;100
18.05.2024 02:00;1,0541738805;100;7,1958472307;100;8,8066249201;100;21,678656;100;9,616653;100
18.05.2024 03:00;0,4060708475;100;5,1129501685;100;5,7334264235;100;16,745255;100;8,20089;100
18.05.2024 04:00;0,0882584318;100;3,6427740353;100;3,777632919;100;13,939628;100;7,535358;100
18.05.2024 05:00;0,0297278095;100;2,6725070987;100;2,7179311916;100;10,999582;100;5,822678;100
18.05.2024 06:00;0,6964869993;100;3,0299018689;100;4,0941340037;100;11,322347;100;5,95933;100
18.05.2024 07:00;1,4891753589;100;5,2195452582;100;7,4950052066;100;11,443872;100;3,781519;100
18.05.2024 08:00;1,1681092906;100;5,4410272538;100;7,2258982499;100;15,144549;100;4,528872;100
18.05.2024 09:00;3,8073341835;100;9,5046975806;100;15,322304213;100;30,714902;100;10,103711;100
18.05.2024 10:00;3,1277780821;100;11,2516514387;100;16,0308963482;100;25,392558;100;8,691993;100
18.05.2024 11:00;2,9160412928;100;9,7123754383;100;14,1680865337;100;24,459063;100;7,85154;100
18.05.2024 12:00;1,9333672409;100;9,5090849123;100;12,4632700563;100;19,445509;100;6,102117;100
